Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-3011,Bakers,30,Hourly wage,14.33,10.83,16.08,9.78,11.93,14.52,17.25,19.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-3011,Bakers,30,Annual wage,29811.00,22528.00,33453.00,20332.00,24813.00,30203.00,35882.00,39526.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-3092,Food Batchmakers,150,Hourly wage,16.95,14.12,18.37,12.78,15.52,17.23,18.94,21.20
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-3092,Food Batchmakers,150,Annual wage,35257.00,29368.00,38202.00,26577.00,32282.00,35839.00,39396.00,44095.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-3093,Food Cooking Machine Operators and Tenders,50,Hourly wage,18.19,16.57,19.00,15.65,16.48,17.86,19.25,22.84
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-3093,Food Cooking Machine Operators and Tenders,50,Annual wage,37829.00,34465.00,39511.00,32554.00,34280.00,37156.00,40032.00,47511.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-4041,Machinists,30,Hourly wage,22.77,17.11,25.60,14.15,20.21,23.41,27.36,30.27
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-4041,Machinists,30,Annual wage,47365.00,35580.00,53257.00,29437.00,42029.00,48703.00,56901.00,62955.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",40,Hourly wage,17.85,14.66,19.45,13.61,15.52,17.79,20.19,23.34
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",40,Annual wage,37134.00,30494.00,40454.00,28311.00,32284.00,37004.00,42000.00,48538.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-4121,"Welders, Cutters, Solderers, and Brazers",130,Hourly wage,18.84,15.33,20.59,14.15,16.00,18.01,20.14,26.24
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-4121,"Welders, Cutters, Solderers, and Brazers",130,Annual wage,39178.00,31884.00,42825.00,29434.00,33276.00,37466.00,41901.00,54571.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-6011,Laundry and Dry-Cleaning Workers,90,Hourly wage,12.47,10.40,13.51,9.73,10.68,12.06,14.14,15.49
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-6011,Laundry and Dry-Cleaning Workers,90,Annual wage,25947.00,21639.00,28101.00,20239.00,22204.00,25076.00,29407.00,32225.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-7011,Cabinetmakers and Bench Carpenters,30,Hourly wage,17.52,8.66,21.95,8.27,9.25,15.69,19.42,35.28
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-7011,Cabinetmakers and Bench Carpenters,30,Annual wage,36439.00,18003.00,45657.00,17208.00,19244.00,32633.00,40389.00,73390.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-8031,Water and Wastewater Treatment Plant and System Operators,50,Hourly wage,22.26,15.35,25.72,16.04,18.29,22.06,26.79,31.11
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-8031,Water and Wastewater Treatment Plant and System Operators,50,Annual wage,46308.00,31925.00,53500.00,33371.00,38036.00,45888.00,55713.00,64715.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",50,Hourly wage,24.72,18.26,27.95,17.20,21.06,23.22,25.49,38.38
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",50,Annual wage,51421.00,37977.00,58143.00,35777.00,43805.00,48298.00,53012.00,79831.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",10,Hourly wage,19.55,17.39,20.63,16.23,17.33,19.16,22.24,24.28
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",10,Annual wage,40660.00,36162.00,42908.00,33767.00,36052.00,39861.00,46261.00,50505.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",70,Hourly wage,19.79,16.56,21.41,15.73,17.15,19.49,22.71,24.78
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",70,Annual wage,41171.00,34437.00,44538.00,32729.00,35674.00,40542.00,47231.00,51552.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",180,Hourly wage,18.97,16.75,20.08,15.71,16.53,17.93,19.33,24.77
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",180,Annual wage,39463.00,34839.00,41775.00,32668.00,34386.00,37299.00,40213.00,51526.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9111,Packaging and Filling Machine Operators and Tenders,330,Hourly wage,17.05,14.88,18.14,13.66,15.66,17.19,18.72,19.68
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9111,Packaging and Filling Machine Operators and Tenders,330,Annual wage,35467.00,30941.00,37730.00,28403.00,32572.00,35750.00,38931.00,40935.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",50,Hourly wage,21.77,14.25,25.53,13.64,15.09,17.99,22.32,44.70
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",50,Annual wage,45279.00,29634.00,53102.00,28365.00,31385.00,37412.00,46419.00,92983.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9198,Helpers--Production Workers,260,Hourly wage,17.55,17.25,17.70,15.90,16.56,17.65,18.74,19.39
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9198,Helpers--Production Workers,260,Annual wage,36506.00,35883.00,36818.00,33073.00,34435.00,36705.00,38975.00,40337.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9199,"Production Workers, All Other",90,Hourly wage,21.55,12.14,26.26,10.42,14.36,21.75,27.32,33.69
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",51-9199,"Production Workers, All Other",90,Annual wage,44829.00,25259.00,54613.00,21666.00,29859.00,45240.00,56828.00,70073.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-0000,Transportation and Material Moving Occupations,3990,Hourly wage,18.26,12.27,21.25,11.18,13.66,17.12,21.02,28.43
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-0000,Transportation and Material Moving Occupations,3990,Annual wage,37975.00,25529.00,44198.00,23264.00,28412.00,35603.00,43718.00,59136.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",140,Hourly wage,29.39,18.73,34.72,17.33,19.96,29.14,36.76,42.41
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",140,Annual wage,61124.00,38952.00,72210.00,36040.00,41521.00,60621.00,76453.00,88213.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3031,Driver/Sales Workers,,Hourly wage,12.95,8.94,14.95,8.33,8.81,9.61,17.26,22.69
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3031,Driver/Sales Workers,,Annual wage,26931.00,18597.00,31099.00,17328.00,18329.00,19997.00,35891.00,47198.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3032,Heavy and Tractor-Trailer Truck Drivers,1000,Hourly wage,23.49,16.15,27.17,14.94,18.07,23.09,28.99,32.35
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3032,Heavy and Tractor-Trailer Truck Drivers,1000,Annual wage,48868.00,33591.00,56506.00,31071.00,37592.00,48034.00,60290.00,67290.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3033,Light Truck Drivers,150,Hourly wage,15.17,11.65,16.93,10.78,12.39,15.11,17.73,19.72
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3033,Light Truck Drivers,150,Annual wage,31557.00,24226.00,35223.00,22426.00,25775.00,31431.00,36889.00,41020.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",290,Hourly wage,17.03,10.71,20.19,8.93,12.60,17.39,20.66,24.34
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",290,Annual wage,35427.00,22285.00,41998.00,18570.00,26202.00,36174.00,42968.00,50622.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-6021,Parking Attendants,30,Hourly wage,11.72,9.50,12.83,8.72,10.05,11.45,13.22,14.94
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-6021,Parking Attendants,30,Annual wage,24373.00,19765.00,26678.00,18140.00,20903.00,23820.00,27504.00,31078.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7011,Conveyor Operators and Tenders,30,Hourly wage,17.25,14.12,18.82,13.51,14.96,17.26,19.34,21.98
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7011,Conveyor Operators and Tenders,30,Annual wage,35884.00,29373.00,39140.00,28096.00,31118.00,35894.00,40219.00,45715.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7021,Crane and Tower Operators,20,Hourly wage,20.03,15.28,22.40,14.09,16.22,20.71,23.40,25.02
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7021,Crane and Tower Operators,20,Annual wage,41654.00,31775.00,46593.00,29311.00,33747.00,43082.00,48667.00,52041.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7051,Industrial Truck and Tractor Operators,300,Hourly wage,17.94,17.04,18.40,15.93,16.65,17.85,19.05,19.81
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7051,Industrial Truck and Tractor Operators,300,Annual wage,37324.00,35448.00,38262.00,33139.00,34632.00,37133.00,39634.00,41203.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7061,Cleaners of Vehicles and Equipment,200,Hourly wage,13.29,11.09,14.39,10.33,11.17,12.68,15.17,17.44
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7061,Cleaners of Vehicles and Equipment,200,Annual wage,27636.00,23060.00,29924.00,21478.00,23231.00,26376.00,31544.00,36272.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1020,Hourly wage,16.09,12.85,17.71,12.09,13.59,16.12,18.44,20.05
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1020,Annual wage,33471.00,26732.00,36841.00,25151.00,28263.00,33535.00,38356.00,41711.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7064,"Packers and Packagers, Hand",60,Hourly wage,16.46,14.08,17.65,12.75,15.55,17.11,18.59,19.48
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7064,"Packers and Packagers, Hand",60,Annual wage,34240.00,29279.00,36720.00,26530.00,32337.00,35592.00,38666.00,40510.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7065,Stockers and Order Fillers,510,Hourly wage,13.93,10.78,15.51,10.12,11.37,13.00,15.10,19.04
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",53-7065,Stockers and Order Fillers,510,Annual wage,28982.00,22428.00,32259.00,21048.00,23649.00,27032.00,31402.00,39598.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",00-0000,"Total, All Occupations",57620,Hourly wage,21.57,11.34,26.68,9.90,12.93,18.02,25.89,36.50
"Sioux City, IA-NE-SD Metropolitan Statistical Area",00-0000,"Total, All Occupations",57620,Annual wage,44865.00,23591.00,55501.00,20587.00,26903.00,37472.00,53848.00,75927.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-0000,Management Occupations,2870,Hourly wage,44.89,23.30,55.69,19.79,28.59,40.85,54.42,73.44
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-0000,Management Occupations,2870,Annual wage,93380.00,48459.00,115840.00,41165.00,59477.00,84973.00,113190.00,152750.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1011,Chief Executives,40,Hourly wage,75.01,20.86,102.08,8.85,30.96,62.68,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1011,Chief Executives,40,Annual wage,156016.00,43387.00,212330.00,18400.00,64406.00,130372.00,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1021,General and Operations Managers,870,Hourly wage,48.38,23.29,60.93,18.54,29.09,42.77,58.85,79.92
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1021,General and Operations Managers,870,Annual wage,100633.00,48444.00,126727.00,38573.00,60515.00,88961.00,122412.00,166232.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1031,Legislators,60,Hourly wage,,,,,,,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1031,Legislators,60,Annual wage,42981.00,25660.00,51641.00,18258.00,34294.00,44803.00,53224.00,62449.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2021,Marketing Managers,40,Hourly wage,55.55,37.83,64.41,34.77,41.80,51.40,64.39,83.47
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2021,Marketing Managers,40,Annual wage,115548.00,78689.00,133978.00,72322.00,86934.00,106908.00,133941.00,173617.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2022,Sales Managers,70,Hourly wage,53.34,30.01,65.00,23.50,37.80,52.69,66.50,79.15
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2022,Sales Managers,70,Annual wage,110938.00,62417.00,135198.00,48875.00,78628.00,109586.00,138319.00,164632.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2030,Public Relations and Fundraising Managers,20,Hourly wage,39.11,27.15,45.09,26.02,28.95,34.87,44.03,66.52
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2030,Public Relations and Fundraising Managers,20,Annual wage,81352.00,56478.00,93789.00,54123.00,60224.00,72527.00,91586.00,138357.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3010,Administrative Services and Facilities Managers,40,Hourly wage,43.15,33.62,47.92,31.76,36.17,42.17,49.42,59.64
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3010,Administrative Services and Facilities Managers,40,Annual wage,89751.00,69923.00,99665.00,66070.00,75228.00,87710.00,102798.00,124043.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3021,Computer and Information Systems Managers,50,Hourly wage,55.63,40.13,63.39,35.35,45.02,54.31,67.11,80.74
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3021,Computer and Information Systems Managers,50,Annual wage,115719.00,83474.00,131842.00,73518.00,93638.00,112967.00,139580.00,167942.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3031,Financial Managers,210,Hourly wage,51.10,32.51,60.40,28.56,37.67,48.48,62.18,77.86
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3031,Financial Managers,210,Annual wage,106296.00,67613.00,125637.00,59395.00,78348.00,100846.00,129345.00,161945.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3051,Industrial Production Managers,130,Hourly wage,50.28,33.61,58.61,32.17,36.07,44.41,60.48,76.02
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3051,Industrial Production Managers,130,Annual wage,104574.00,69907.00,121908.00,66924.00,75017.00,92376.00,125803.00,158124.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3061,Purchasing Managers,20,Hourly wage,51.48,36.43,59.00,34.69,39.80,48.39,57.62,82.60
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3061,Purchasing Managers,20,Annual wage,107074.00,75766.00,122728.00,72153.00,82779.00,100649.00,119857.00,171803.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3071,"Transportation, Storage, and Distribution Managers",80,Hourly wage,45.28,31.25,52.30,26.22,39.50,44.76,49.58,65.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3071,"Transportation, Storage, and Distribution Managers",80,Annual wage,94185.00,64998.00,108779.00,54546.00,82153.00,93095.00,103137.00,135195.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3121,Human Resources Managers,40,Hourly wage,45.52,30.40,53.09,26.92,34.01,43.61,55.15,71.73
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-3121,Human Resources Managers,40,Annual wage,94692.00,63229.00,110423.00,55991.00,70736.00,90715.00,114706.00,149197.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",30,Hourly wage,57.73,46.07,63.56,38.15,52.99,58.51,64.02,80.02
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",30,Annual wage,120080.00,95833.00,132204.00,79349.00,110226.00,121696.00,133167.00,166432.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9021,Construction Managers,160,Hourly wage,46.37,29.80,54.65,27.49,33.42,41.18,50.09,70.93
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9021,Construction Managers,160,Annual wage,96443.00,61994.00,113668.00,57180.00,69523.00,85660.00,104194.00,147526.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9031,"Education and Childcare Administrators, Preschool and Daycare",40,Hourly wage,28.50,16.08,34.72,14.65,18.10,24.91,43.17,50.11
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9031,"Education and Childcare Administrators, Preschool and Daycare",40,Annual wage,59289.00,33443.00,72212.00,30475.00,37657.00,51805.00,89785.00,104226.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9032,"Education Administrators, Kindergarten through Secondary",110,Hourly wage,,,,,,,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9032,"Education Administrators, Kindergarten through Secondary",110,Annual wage,102130.00,76102.00,115145.00,66030.00,85684.00,99109.00,116977.00,134870.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9033,"Education Administrators, Postsecondary",80,Hourly wage,39.98,23.79,48.08,21.54,26.62,36.89,47.04,61.60
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9033,"Education Administrators, Postsecondary",80,Annual wage,83160.00,49482.00,99999.00,44794.00,55370.00,76726.00,97847.00,128135.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9039,"Education Administrators, All Other",20,Hourly wage,37.39,23.12,44.53,18.50,27.46,37.48,45.75,50.06
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9039,"Education Administrators, All Other",20,Annual wage,77777.00,48094.00,92619.00,38471.00,57124.00,77959.00,95164.00,104119.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9041,Architectural and Engineering Managers,30,Hourly wage,57.62,47.29,62.79,43.47,51.91,57.81,63.41,74.65
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9041,Architectural and Engineering Managers,30,Annual wage,119849.00,98356.00,130595.00,90413.00,107980.00,120255.00,131903.00,155270.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9051,Food Service Managers,110,Hourly wage,20.50,13.84,23.84,11.21,16.19,18.68,23.99,33.35
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9051,Food Service Managers,110,Annual wage,42645.00,28779.00,49578.00,23326.00,33679.00,38844.00,49896.00,69364.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9081,Lodging Managers,10,Hourly wage,29.52,22.26,33.15,20.67,22.06,24.38,36.06,41.59
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9081,Lodging Managers,10,Annual wage,61393.00,46295.00,68942.00,42986.00,45880.00,50704.00,75012.00,86509.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9111,Medical and Health Services Managers,300,Hourly wage,43.02,25.48,51.79,21.81,29.92,38.60,48.81,66.89
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9111,Medical and Health Services Managers,300,Annual wage,89480.00,52991.00,107725.00,45374.00,62226.00,80289.00,101517.00,139121.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9141,"Property, Real Estate, and Community Association Managers",60,Hourly wage,24.96,16.63,29.12,9.33,20.89,23.61,26.40,30.15
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9141,"Property, Real Estate, and Community Association Managers",60,Annual wage,51911.00,34599.00,60566.00,19403.00,43450.00,49101.00,54912.00,62716.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9151,Social and Community Service Managers,120,Hourly wage,30.42,21.15,35.05,20.11,22.44,27.22,34.84,41.05
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9151,Social and Community Service Managers,120,Annual wage,63266.00,43985.00,72906.00,41832.00,46685.00,56614.00,72475.00,85387.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",90,Hourly wage,44.05,26.91,52.62,22.70,32.98,43.07,56.51,66.04
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",90,Annual wage,91634.00,55981.00,109460.00,47210.00,68594.00,89576.00,117531.00,137374.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-0000,Business and Financial Operations Occupations,1680,Hourly wage,30.67,19.23,36.39,17.29,22.57,28.88,36.50,46.37
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-0000,Business and Financial Operations Occupations,1680,Annual wage,63796.00,40001.00,75694.00,35969.00,46940.00,60075.00,75926.00,96450.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1020,Buyers and Purchasing Agents,100,Hourly wage,29.10,20.27,33.52,18.73,22.66,27.97,33.52,41.18
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1020,Buyers and Purchasing Agents,100,Annual wage,60531.00,42162.00,69716.00,38949.00,47136.00,58184.00,69729.00,85648.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1031,"Claims Adjusters, Examiners, and Investigators",40,Hourly wage,30.02,19.66,35.20,17.92,21.60,31.68,37.96,40.01
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1031,"Claims Adjusters, Examiners, and Investigators",40,Annual wage,62445.00,40894.00,73220.00,37274.00,44926.00,65903.00,78951.00,83213.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1041,Compliance Officers,80,Hourly wage,32.79,26.07,36.15,24.57,27.72,31.48,36.92,46.87
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1041,Compliance Officers,80,Annual wage,68210.00,54229.00,75200.00,51106.00,57668.00,65480.00,76803.00,97489.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1051,Cost Estimators,70,Hourly wage,29.08,18.37,34.43,16.94,19.80,24.93,36.28,48.60
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1051,Cost Estimators,70,Annual wage,60479.00,38208.00,71615.00,35232.00,41174.00,51854.00,75466.00,101095.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1071,Human Resources Specialists,180,Hourly wage,26.85,17.18,31.69,15.59,19.10,25.14,30.65,43.85
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1071,Human Resources Specialists,180,Annual wage,55857.00,35728.00,65922.00,32436.00,39728.00,52288.00,63744.00,91200.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1075,Labor Relations Specialists,30,Hourly wage,25.23,8.52,33.59,8.17,8.99,32.75,36.65,38.98
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1075,Labor Relations Specialists,30,Annual wage,52477.00,17712.00,69859.00,16994.00,18701.00,68124.00,76225.00,81085.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1081,Logisticians,40,Hourly wage,26.99,18.75,31.11,17.35,19.80,24.91,31.78,40.01
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1081,Logisticians,40,Annual wage,56147.00,39010.00,64716.00,36082.00,41185.00,51816.00,66095.00,83217.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1111,Management Analysts,70,Hourly wage,38.63,28.03,43.93,24.31,32.18,35.81,40.63,52.04
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1111,Management Analysts,70,Annual wage,80350.00,58304.00,91373.00,50559.00,66925.00,74492.00,84517.00,108249.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1121,"Meeting, Convention, and Event Planners",,Hourly wage,29.49,18.70,34.89,16.84,20.68,33.03,36.31,38.27
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1121,"Meeting, Convention, and Event Planners",,Annual wage,61343.00,38893.00,72568.00,35036.00,43022.00,68697.00,75517.00,79610.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1131,Fundraisers,20,Hourly wage,29.06,22.80,32.18,20.27,25.56,29.36,33.80,38.14
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1131,Fundraisers,20,Annual wage,60436.00,47424.00,66942.00,42152.00,53159.00,61059.00,70305.00,79341.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1151,Training and Development Specialists,110,Hourly wage,26.91,14.38,33.18,12.81,15.92,26.30,36.38,42.19
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1151,Training and Development Specialists,110,Annual wage,55977.00,29918.00,69007.00,26635.00,33110.00,54697.00,75679.00,87759.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1161,Market Research Analysts and Marketing Specialists,130,Hourly wage,26.24,19.77,29.47,18.33,21.29,24.52,29.83,36.70
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1161,Market Research Analysts and Marketing Specialists,130,Annual wage,54576.00,41123.00,61302.00,38120.00,44285.00,50992.00,62041.00,76327.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1198,"Project Management Specialists and Business Operations Specialists, All Other",180,Hourly wage,34.34,24.45,39.29,23.21,26.95,32.35,39.48,49.24
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-1198,"Project Management Specialists and Business Operations Specialists, All Other",180,Annual wage,71432.00,50855.00,81720.00,48271.00,56054.00,67285.00,82112.00,102412.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",13-2011,Accountants and Auditors,260,Hourly wage,29.94,20.19,34.81,18.67,23.21,28.34,34.72,45.77
